"","x"
"5343","LOC100506472"
"5344","MCOLN1"
"5345","PCDHB5"
"5346","MRPL48"
"5347","FABP5"
"5348","SERPINB11"
"5349","MAVS"
"5350","HINT2"
"5351","DHX30"
"5352","C12orf74"
"5353","TBC1D3P1-DHX40P1"
"5354","POLQ"
"5355","MTR"
"5356","CHRNA10"
"5357","RCOR1"
"5358","ZFP90"
"5359","ABHD15"
"5360","TOP1"
"5361","DYRK3"
"5362","FBXO25"
"5363","MTSS1"
"5364","GCHFR"
"5365","KIF13A"
"5366","PREB"
"5367","MFAP1"
"5368","HGS"
"5369","PTPMT1"
"5370","HMGN2P46"
"5371","ZNF514"
"5372","UBQLN4"
"5373","HLA-DRA"
"5374","SMOC1"
"5375","PRPS2"
"5376","ZMYM1"
"5377","IKBKG"
"5378","RFX5"
"5379","LOC101929679"
"5380","LOC102723885"
"5381","PECR"
"5382","CLDN7"
"5383","IFITM1"
"5384","MCMBP"
"5385","NEK11"
"5386","RPTN"
"5387","PCDHGA8"
"5388","CEBPA"
"5389","VAV1"
"5390","WDR54"
"5391","FH"
"5392","RPRD1B"
"5393","BCKDHA"
"5394","RAB8A"
"5395","ABCB7"
"5396","PPIEL"
"5397","HSD17B3"
"5398","H2AFY"
"5399","MFSD3"
"5400","QPCTL"
"5401","SCAMP1-AS1"
"5402","ACSM1"
"5403","UBR4"
"5404","TAB2"
"5405","FGF2"
"5406","LOC101928100"
"5407","TINCR"
"5408","LOC100507250"
"5409","SCO1"
"5410","ZNF202"
"5411","PLEKHA4"
"5412","ALKBH3"
"5413","SORCS2"
"5414","RAB40B"
"5415","ESM1"
"5416","C12orf75"
"5417","CLK2"
"5418","FAM229B"
"5419","NUP107"
"5420","MTMR3"
"5421","CYP2B6"
"5422","SPG7"
"5423","CCDC6"
"5424","RORB"
"5425","ARHGAP28"
"5426","ACOX1"
"5427","NBR1"
"5428","AGA"
"5429","ALX1"
"5430","UBE2M"
"5431","MAN1A2"
"5432","FOXC2"
"5433","ZNF296"
"5434","OXA1L"
"5435","RUSC2"
"5436","PIGQ"
"5437","SLC35E4"
"5438","HSD17B14"
"5439","EPHA4"
"5440","THAP9"
"5441","KIF20A"
"5442","TNNC1"
"5443","FAM122B"
"5444","VWC2L"
"5445","SNORD8"
"5446","ARPC1B"
"5447","ALOX5"
"5448","IQCD"
"5449","GUCY2F"
"5450","COL24A1"
"5451","RPS8"
"5452","NOMO1"
"5453","DENND1C"
"5454","STX19"
"5455","MCM9"
"5456","CKB"
"5457","ADSSL1"
"5458","FADS3"
"5459","GPD2"
"5460","FGF12"
"5461","RCC2"
"5462","FAM89A"
"5463","EEF1A2"
"5464","PIK3R3"
"5465","KHDC1"
"5466","BPGM"
"5467","CPNE5"
"5468","FAF2"
"5469","LOC100289361"
"5470","ITGA1"
"5471","ARHGAP40"
"5472","COX10"
"5473","KLKB1"
"5474","RREB1"
"5475","CTDP1"
"5476","NUBP1"
"5477","PXK"
"5478","NMRAL1"
"5479","CTPS1"
"5480","MYO15B"
"5481","SF3B4"
"5482","HDX"
"5483","PPP1R16A"
"5484","PCDHGA2"
"5485","HNRNPF"
"5486","WFDC5"
"5487","ZFAND1"
"5488","PRKAG2"
"5489","B3GALT2"
"5490","DTX4"
"5491","ZBTB26"
"5492","CROCCP2"
"5493","CCT4"
"5494","COA1"
"5495","GADD45B"
"5496","CS"
"5497","SPATA17"
"5498","C9orf135"
"5499","UPP2"
"5500","RASIP1"
"5501","MIR1282"
"5502","TRAF3"
"5503","ECE1"
"5504","KDM4A-AS1"
"5505","CACNA1F"
"5506","RET"
"5507","MOB4"
"5508","IARS"
"5509","RPL5"
"5510","SLC35F2"
"5511","PPIL3"
"5512","ZNF563"
"5513","SURF2"
"5514","MYO10"
"5515","PCDHGC5"
"5516","SLC38A9"
"5517","PLAUR"
"5518","FREM2"
"5519","MTHFD1"
"5520","ZMYND19"
"5521","SBNO2"
"5522","CREB3L4"
"5523","CCDC144B"
"5524","CKS1B"
"5525","SGK3"
"5526","RHOB"
"5527","TCP11L2"
"5528","MYLIP"
"5529","LMCD1-AS1"
"5530","NR3C1"
"5531","BMP7"
"5532","CCDC43"
"5533","POLR1E"
"5534","MYPOP"
"5535","EIF2S3"
"5536","WDR49"
"5537","AKAP5"
"5538","AKT1S1"
"5539","LTV1"
"5540","LYRM9"
"5541","GJB5"
"5542","UPF3B"
"5543","CDC45"
"5544","DCTN6"
"5545","LRBA"
"5546","TECTA"
"5547","PREX1"
"5548","PCDHB9"
"5549","PPIF"
"5550","SH3BP5"
"5551","SPC25"
"5552","CPPED1"
"5553","DDX1"
"5554","WDR5B"
"5555","EHMT2"
"5556","GEMIN5"
"5557","RGS14"
"5558","POC1B"
"5559","STAG3L2"
"5560","CPO"
"5561","BCORL1"
"5562","SMAD2"
"5563","ASXL2"
"5564","PMS2P4"
"5565","ZBTB6"
"5566","RLIM"
"5567","PARD6G"
"5568","TRMT10A"
"5569","AGR2"
"5570","ARNTL"
"5571","HSP90AB1"
"5572","SSUH2"
"5573","ZNF577"
"5574","EIF3A"
"5575","BRCC3"
"5576","TSR3"
"5577","BIRC6"
"5578","HIC1"
"5579","SNRNP35"
"5580","C2CD4A"
"5581","CASK"
"5582","DCLRE1A"
"5583","TTC25"
"5584","GPR161"
"5585","TBCE"
"5586","KDF1"
"5587","BLOC1S2"
"5588","DNAJC13"
"5589","STAC3"
"5590","RABGAP1L"
"5591","BMS1P20"
"5592","IFIT5"
"5593","NCS1"
"5594","ADAMTS6"
"5595","MUSTN1"
"5596","LRFN3"
"5597","HEBP1"
"5598","TSPAN9"
"5599","ZNF620"
"5600","TMEM59"
"5601","RBM8A"
"5602","HIVEP1"
"5603","MAP7D3"
"5604","ARIH2OS"
"5605","CLN6"
"5606","MTCP1"
"5607","UCK1"
"5608","CNP"
"5609","LINC00479"
"5610","ANK1"
"5611","TMEM9B"
"5612","LOC645513"
"5613","ZBTB1"
"5614","CCDC15"
"5615","NAPG"
"5616","METTL17"
"5617","TFAP2A-AS1"
"5618","MMRN2"
"5619","LYPLAL1"
"5620","REEP5"
"5621","COX6A1"
"5622","GTSE1"
"5623","ZNF571"
"5624","EPPK1"
"5625","RPL38"
"5626","CLSPN"
"5627","CTSO"
"5628","FBXO7"
"5629","CIPC"
"5630","NAA35"
"5631","ZNF565"
"5632","ROM1"
"5633","TULP4"
"5634","AQP7P1"
"5635","SHROOM4"
"5636","PET100"
"5637","TBC1D22A"
"5638","CDKN1B"
"5639","MIDN"
"5640","CECR3"
"5641","HERC3"
"5642","SOX2-OT"
"5643","XYLT1"
"5644","BRWD3"
"5645","DICER1"
"5646","HTR3A"
"5647","DMRTA2"
"5648","GDI2"
"5649","MAP3K1"
"5650","CTDSP2"
"5651","SUMO2"
"5652","UFC1"
"5653","GOLGA7"
"5654","NHSL2"
"5655","WDR81"
"5656","CLDN8"
"5657","FOXN2"
"5658","CALM3"
"5659","KIF20B"
"5660","CCL5"
"5661","CCDC126"
"5662","MIR29C"
"5663","GYS1"
"5664","CCDC84"
"5665","ATP1A1-AS1"
"5666","EHF"
"5667","PSMC6"
"5668","HIST1H4B"
"5669","PTPRT"
"5670","SLIT2"
"5671","VRK2"
"5672","MARCH6"
"5673","ARMC3"
"5674","HNRNPH3"
"5675","KDM4B"
"5676","PPIL6"
"5677","TMEM138"
"5678","ZNF589"
"5679","NUSAP1"
"5680","PTP4A3"
"5681","PGM2"
"5682","BLCAP"
"5683","CASP1"
"5684","PLEKHO1"
"5685","KCNJ11"
"5686","LIN52"
"5687","FZD3"
"5688","HFE"
"5689","HARBI1"
"5690","MRPL45P2"
"5691","ZC3H12D"
"5692","LOC100134868"
"5693","SYT12"
"5694","ZSWIM5"
"5695","ATP13A5"
"5696","C8G"
"5697","NIPSNAP3A"
"5698","UBE2E1"
"5699","PINK1"
"5700","FITM2"
"5701","BRMS1"
"5702","MYOM3"
"5703","PLRG1"
"5704","ZNF792"
"5705","SIX4"
"5706","APOC1"
"5707","SWI5"
"5708","ADCK1"
"5709","SUPT4H1"
"5710","LOC440028"
"5711","UBE2V1"
"5712","HAUS5"
"5713","IGSF9"
"5714","TPT1-AS1"
"5715","PSMC3"
"5716","FUOM"
"5717","ATIC"
"5718","SRGAP2"
"5719","UST"
"5720","PMPCB"
"5721","POLRMT"
"5722","STRN3"
"5723","TSNAXIP1"
"5724","PDK4"
"5725","KLC3"
"5726","RFWD3"
"5727","RAB38"
"5728","KIF6"
"5729","PDE12"
"5730","ANKRD31"
"5731","EIF3E"
"5732","PHACTR4"
"5733","CSTF2T"
"5734","MIR6773"
"5735","KAZALD1"
"5736","DCUN1D3"
"5737","ASPHD2"
"5738","S100A1"
"5739","NAPA-AS1"
"5740","DNAJC28"
"5741","CAMSAP3"
"5742","ZNF772"
"5743","CD47"
"5744","FBXO4"
"5745","NBR2"
"5746","ALDH9A1"
"5747","HSD11B1L"
"5748","C17orf82"
"5749","PATL2"
"5750","RANGAP1"
"5751","FST"
"5752","HIBCH"
"5753","CITED2"
"5754","ARHGEF18"
"5755","POT1"
"5756","LAMB3"
"5757","LARP1"
"5758","CD14"
"5759","RPL7L1"
"5760","SCGB2A1"
"5761","YKT6"
"5762","HPDL"
"5763","USP9Y"
"5764","NRXN3"
"5765","KLHDC7A"
"5766","SNORD116-21"
"5767","TMPRSS11D"
"5768","NUP62"
"5769","PPARG"
"5770","THAP3"
"5771","XPC"
"5772","ZKSCAN1"
"5773","SKA2"
"5774","DBIL5P"
"5775","GNB3"
"5776","LRRC34"
"5777","NDUFA7"
"5778","CDC42EP2"
"5779","PARS2"
"5780","TMEM38A"
"5781","XKR8"
"5782","SGK2"
"5783","ENOX2"
"5784","TRAPPC11"
"5785","ANKRD50"
"5786","ZNF350"
"5787","UFM1"
"5788","TMEM87B"
"5789","KIAA0895L"
"5790","NDUFAF1"
"5791","MIR1260B"
"5792","SYT8"
"5793","ADTRP"
"5794","TTC22"
"5795","C12orf45"
"5796","TNRC6B"
"5797","FOXA1"
"5798","MSRA"
"5799","DAB2"
"5800","ANAPC2"
"5801","POLR2J"
"5802","MKRN7P"
"5803","ARL6IP1"
"5804","HIGD2A"
"5805","USP43"
"5806","MMP1"
"5807","RPL34"
"5808","EDF1"
"5809","EFEMP2"
"5810","LBX2-AS1"
"5811","C18orf32"
"5812","FBXW4"
"5813","PHYH"
"5814","CLTCL1"
"5815","SNUPN"
"5816","APC"
"5817","RNF13"
"5818","FSTL3"
"5819","CASC9"
"5820","TAGLN"
"5821","SLC7A5P1"
"5822","EP300-AS1"
"5823","C4orf36"
"5824","TMBIM1"
"5825","ATPAF2"
"5826","OVCH2"
"5827","BIN3"
"5828","EIF4ENIF1"
"5829","STX5"
"5830","FADS1"
"5831","TTC21A"
"5832","DLG4"
"5833","TYRO3P"
"5834","ZNF300"
"5835","TSC22D1-AS1"
"5836","ACVR2B"
"5837","UBTD1"
"5838","FAM214A"
"5839","NUP214"
"5840","C14orf39"
"5841","UBE2G1"
"5842","LINC01355"
"5843","TSPAN17"
"5844","PAQR8"
"5845","TRIM55"
"5846","MACC1"
"5847","CCNA1"
"5848","RFXANK"
"5849","PPIA"
"5850","IRF9"
"5851","TRAM2-AS1"
"5852","ZC3H7A"
"5853","TAF6"
"5854","TEAD2"
"5855","TRIM3"
"5856","TK2"
"5857","HIST1H2BC"
"5858","AMOTL2"
"5859","LINC00592"
"5860","ZSCAN16-AS1"
"5861","IP6K3"
"5862","PELI2"
"5863","RPH3AL"
"5864","BCAT1"
"5865","LEO1"
"5866","TMIE"
"5867","IKZF2"
"5868","PLEKHA6"
"5869","ZNF587B"
"5870","MTMR2"
"5871","MTUS1"
"5872","EAF1"
"5873","GJB7"
"5874","FAM219B"
"5875","TPM3"
"5876","ZNF543"
"5877","PSMA6"
"5878","GPR35"
"5879","SERINC4"
"5880","PRDM4"
"5881","FOXO3"
"5882","SOWAHB"
"5883","CHORDC1"
"5884","ANKRD36"
"5885","SLC25A32"
"5886","PTPRK"
"5887","TPP1"
"5888","SNORD44"
"5889","FNBP4"
"5890","ZNF518A"
"5891","NOP14"
"5892","RMRP"
"5893","NAB2"
"5894","LAPTM5"
"5895","C1orf162"
"5896","MYL12B"
"5897","MIA3"
"5898","GATA3"
"5899","CD8A"
"5900","CASP8AP2"
"5901","FAM98C"
"5902","PAX8-AS1"
"5903","CEP72"
"5904","TRMT2A"
"5905","RABL2A"
"5906","BPI"
"5907","PPAN"
"5908","NGDN"
"5909","CHRAC1"
"5910","MBD3"
"5911","MORN2"
"5912","OSCAR"
"5913","MIR34C"
"5914","WNT10B"
"5915","CDK2AP1"
"5916","PSPH"
"5917","BRK1"
"5918","POLB"
"5919","DGAT1"
"5920","SRA1"
"5921","FAM184A"
"5922","KCNQ1"
"5923","LRRN1"
"5924","APCDD1L"
"5925","SYT10"
"5926","USPL1"
"5927","CRY2"
"5928","ANGPTL5"
"5929","KLHL17"
"5930","OGDHL"
"5931","RHOU"
"5932","CNKSR3"
"5933","USP32P2"
"5934","DHX35"
"5935","RNASEL"
"5936","PSENEN"
"5937","TCP1"
"5938","CTCF"
"5939","DDX11-AS1"
"5940","DDTL"
"5941","BCAM"
"5942","SOS1"
"5943","CFL2"
"5944","CTHRC1"
"5945","WDR45B"
"5946","UBD"
"5947","MIR503HG"
"5948","DAPL1"
"5949","RAB40AL"
"5950","CYB5D2"
"5951","IQCA1"
"5952","FAM104A"
"5953","TMEM164"
"5954","MCPH1"
"5955","ASH1L"
"5956","AGT"
"5957","HSD17B8"
"5958","FBP1"
"5959","MRPL13"
"5960","MFF"
"5961","CHST14"
"5962","DENND2D"
"5963","UHRF1"
"5964","KLHL41"
"5965","GALM"
"5966","SAP25"
"5967","COA7"
"5968","TAZ"
"5969","TFAP2E"
"5970","TRIM16"
"5971","SCG2"
"5972","FBXO39"
"5973","COPB2"
"5974","TAS1R3"
"5975","CAAP1"
"5976","RBAK"
"5977","GNG5"
"5978","ALG1L9P"
"5979","MALT1"
"5980","FAM81A"
"5981","SRP9"
"5982","ELP3"
"5983","PRMT5"
"5984","MGC27345"
"5985","HECTD2"
"5986","TDRP"
"5987","BPIFA2"
"5988","PICK1"
"5989","APOBEC3H"
"5990","SLC5A10"
"5991","MRPL11"
"5992","C1orf115"
"5993","AGO2"
"5994","BAG2"
"5995","EIF2B5"
"5996","LOC220729"
"5997","DNALI1"
"5998","FAXDC2"
"5999","CNFN"
"6000","FMO2"
"6001","NAMPT"
"6002","FAXC"
"6003","NUCKS1"
"6004","LMCD1"
"6005","TMEM106C"
"6006","SLC44A2"
"6007","TNFRSF12A"
"6008","RPA1"
"6009","WDR90"
"6010","NEK8"
"6011","ZNF852"
"6012","INCA1"
"6013","PROSER2"
"6014","AURKB"
"6015","NABP2"
"6016","CHST5"
"6017","CRB1"
"6018","ZNF45"
"6019","RPEL1"
"6020","PLOD3"
"6021","FANK1"
"6022","KCNH4"
"6023","NQO2"
"6024","POLR2L"
"6025","LINC00326"
"6026","PGM3"
"6027","VTCN1"
"6028","MRPS34"
"6029","NKIRAS1"
"6030","MCTP2"
"6031","SLC17A9"
"6032","ZNF773"
"6033","FHL1"
"6034","CDHR4"
"6035","KDM5B"
"6036","RORA"
"6037","GJB4"
"6038","CKMT1B"
"6039","CKMT1A"
"6040","LMBR1L"
"6041","SLC22A18AS"
"6042","ACTR1B"
"6043","JTB"
"6044","VANGL1"
"6045","PDE6B"
"6046","PI4KA"
"6047","GOLGA8N"
"6048","KCTD15"
"6049","SLC6A16"
"6050","FUT10"
"6051","STOML2"
"6052","RMDN1"
"6053","ACTB"
"6054","SCNN1G"
"6055","KCTD18"
"6056","TIMM44"
"6057","NUCB1-AS1"
"6058","RAD51B"
"6059","AARS2"
"6060","USP35"
"6061","LENG1"
"6062","SMAD4"
"6063","MIR23A"
"6064","AAR2"
"6065","EIF5AL1"
"6066","LINC01137"
"6067","INPP5D"
"6068","SOX13"
"6069","CACNG8"
"6070","CELF1"
"6071","DNPH1"
"6072","LRRC28"
"6073","ZNF28"
"6074","PJA2"
"6075","JAG1"
"6076","DNAJC15"
"6077","GIT1"
"6078","LINC00707"
"6079","C20orf96"
"6080","ABCA11P"
"6081","CLCA2"
"6082","ADAMTS1"
"6083","SLC25A40"
"6084","TMSB4Y"
"6085","SUB1"
"6086","C5orf63"
"6087","PIEZO1"
"6088","KMO"
"6089","RNASEH1-AS1"
"6090","CCDC9"
"6091","GPC2"
"6092","ZBTB46"
"6093","NRP1"
"6094","MEIS2"
"6095","MKX"
"6096","SLC39A4"
"6097","RBM18"
"6098","CCT6P3"
"6099","CYSLTR1"
"6100","FSTL1"
"6101","MCM4"
"6102","C7orf31"
"6103","PANX1"
"6104","HIF3A"
"6105","PARPBP"
"6106","GIPR"
"6107","GALT"
"6108","RIOK2"
"6109","DSEL"
"6110","SNORA80A"
"6111","COPRS"
"6112","KIAA1549L"
"6113","GNL1"
"6114","CISD3"
"6115","RGN"
"6116","PARP2"
"6117","H3F3B"
"6118","QARS"
"6119","STAG1"
"6120","HCK"
"6121","ACRBP"
"6122","NSA2"
"6123","RELT"
"6124","C2CD2"
"6125","NDUFS2"
"6126","GIGYF2"
"6127","THEM4"
"6128","DMRTA1"
"6129","PALLD"
"6130","CA5B"
"6131","TMEM8B"
"6132","FOSB"
"6133","HEATR3"
"6134","COX7A1"
"6135","SBF2"
"6136","TWISTNB"
"6137","IGF1"
"6138","SNORA53"
"6139","DEGS1"
"6140","HLA-DOB"
"6141","PITPNM2"
"6142","TYW1"
"6143","E2F4"
"6144","TMEM189"
"6145","DNA2"
"6146","PINX1"
"6147","SLIRP"
"6148","CHPF"
"6149","EGFL7"
"6150","SUPT16H"
"6151","BIVM"
"6152","LRRC17"
"6153","AKR1A1"
"6154","MIR34A"
"6155","DYM"
"6156","TMEM245"
"6157","CYCS"
"6158","SF3A1"
"6159","CUL4A"
"6160","TGFBR3"
"6161","MIR3609"
"6162","VTRNA1-3"
"6163","TMEM120B"
"6164","SESN3"
"6165","TMEM191A"
"6166","TTC7A"
"6167","NEK1"
"6168","LIPT1"
"6169","TTI1"
"6170","CCHCR1"
"6171","SNHG8"
"6172","PHF10"
"6173","POLI"
"6174","TMEM205"
"6175","TMCC2"
"6176","NFKBIE"
"6177","LTBP1"
"6178","CHD6"
"6179","FAM204A"
"6180","SNHG12"
"6181","NTF3"
"6182","POU2AF1"
"6183","AKIP1"
"6184","IL17RC"
"6185","TRAPPC2L"
"6186","PPP1R1B"
"6187","SLIT1"
"6188","MCF2L-AS1"
"6189","ZBTB17"
"6190","NMT2"
"6191","EXD3"
"6192","ESYT3"
"6193","MOSPD2"
"6194","SMARCA5-AS1"
"6195","ERMP1"
"6196","KIAA1324L"
"6197","API5"
"6198","CKAP2"
"6199","RBKS"
"6200","EIF4G2"
"6201","C11orf74"
"6202","SARNP"
"6203","SUPV3L1"
"6204","SPRR1B"
"6205","HINFP"
"6206","OTUD1"
"6207","C1orf50"
"6208","SETD9"
"6209","B4GALT4"
"6210","ZRANB2-AS2"
"6211","FZD5"
"6212","CELSR3"
"6213","CTNNA1"
"6214","ASAH2"
"6215","SLC10A3"
"6216","VAMP2"
"6217","NEU1"
"6218","BLOC1S3"
"6219","FUT8"
"6220","RPS21"
"6221","LPIN2"
"6222","UBE2E4P"
"6223","ABCC9"
"6224","MRPL37"
"6225","SCD"
"6226","MINK1"
"6227","ADCY1"
"6228","BMPR2"
"6229","TRMT10B"
"6230","NSUN5"
"6231","DDX20"
"6232","ZNF623"
"6233","CDK5R1"
"6234","UQCRFS1"
"6235","RNF121"
"6236","EIF5B"
"6237","PTGES"
"6238","ZNRF2P2"
"6239","LTB"
"6240","ATR"
"6241","ITGB6"
"6242","FAM183A"
"6243","ZNF362"
"6244","U2AF1"
"6245","LRRC39"
"6246","RPL23AP53"
"6247","AJUBA"
"6248","CSAD"
"6249","DDO"
"6250","SLC16A7"
"6251","SPRR2F"
"6252","FHOD3"
"6253","ZNF185"
"6254","TMEM9"
"6255","KDM6B"
"6256","RYK"
"6257","TUBGCP4"
"6258","PLA2G10"
"6259","YAF2"
"6260","SYN2"
"6261","ANKRD53"
"6262","DMKN"
"6263","PCDHGA3"
"6264","TTC37"
"6265","CCDC28A"
"6266","RAET1G"
"6267","CUL5"
"6268","PARP15"
"6269","SMARCC2"
"6270","RAB8B"
"6271","CYP1B1-AS1"
"6272","GPX4"
"6273","ELFN2"
"6274","DNM1P35"
"6275","TBC1D4"
"6276","B4GALNT3"
"6277","MAGI3"
"6278","GJA3"
"6279","SLC28A1"
"6280","PARVA"
"6281","SLC6A14"
"6282","WDR18"
"6283","LITAF"
"6284","ASTN2"
"6285","BCL7B"
"6286","PRG4"
"6287","SPRN"
"6288","QPCT"
"6289","WNT3"
"6290","RECQL"
"6291","CD81"
"6292","CMPK1"
"6293","GPC1"
"6294","CHAF1A"
"6295","E2F6"
"6296","MCOLN3"
"6297","ADAMTS13"
"6298","DVL3"
"6299","PLD6"
"6300","IMMP1L"
"6301","MSANTD1"
"6302","TNFRSF10C"
"6303","DEPDC1B"
"6304","IRF2"
"6305","FAM13C"
"6306","PCDHA10"
"6307","CANX"
"6308","DLEU1"
"6309","SLC39A14"
"6310","ASB16"
"6311","PIWIL2"
"6312","MRFAP1L1"
"6313","ANXA8"
"6314","CBX4"
"6315","NEAT1"
"6316","TMEM216"
"6317","FCGR2A"
"6318","LAD1"
"6319","C5orf15"
"6320","MRPS35"
"6321","S100PBP"
"6322","TMA16"
"6323","PIEZO2"
"6324","PTAFR"
"6325","ZNF157"
"6326","SNORA18"
"6327","ENKD1"
"6328","ACY1"
"6329","METTL2A"
"6330","HS6ST1"
"6331","PDE8A"
"6332","CATSPER2"
"6333","KLF10"
"6334","MAP4K1"
"6335","LINC01006"
"6336","PTPRCAP"
"6337","PIGA"
"6338","MBD4"
"6339","PI16"
"6340","APBB1"
"6341","TREM1"
"6342","MYSM1"
"6343","HOXA3"
"6344","INPP5A"
"6345","TYRO3"
"6346","PIGR"
"6347","ZNF276"
"6348","LINC00111"
"6349","MGAT4B"
"6350","USP40"
"6351","LOC374443"
"6352","CNTLN"
"6353","ALG9"
"6354","PGBD5"
"6355","SLC7A6OS"
"6356","HLA-DMA"
"6357","ZNF592"
"6358","DDX28"
"6359","SMC6"
"6360","MMP24"
"6361","TRAPPC9"
"6362","UXS1"
"6363","SCFD1"
"6364","SMURF2"
"6365","SNX21"
"6366","GALNS"
"6367","TCAP"
"6368","PODXL"
"6369","WDR86"
"6370","DNAL4"
"6371","ANGEL2"
"6372","RNF216P1"
"6373","ATP8B3"
"6374","PCGF1"
"6375","C6orf141"
"6376","DTD2"
"6377","IVL"
"6378","SNORA24"
"6379","HIST1H4F"
"6380","DENND2A"
"6381","SLC35D2"
"6382","SLC25A22"
"6383","SLC37A4"
"6384","DNAJC18"
"6385","LRRC8B"
"6386","PRELID2"
"6387","ZNF615"
"6388","DOCK8"
"6389","FAM227B"
"6390","TCP11"
"6391","ZNF582-AS1"
"6392","SSR4P1"
"6393","TEX26-AS1"
"6394","FYTTD1"
"6395","INSR"
"6396","PLEKHJ1"
"6397","CDKN2B"
"6398","SLC28A3"
"6399","ZNF585B"
"6400","CLDN3"
"6401","LIMK2"
"6402","LOC389641"
"6403","COX18"
"6404","URGCP"
"6405","COIL"
"6406","CERS2"
"6407","SPATA45"
"6408","PTCD3"
"6409","EIF6"
"6410","IL13RA1"
"6411","C9orf50"
"6412","ZNF667"
"6413","SLC45A1"
"6414","TAGLN3"
"6415","STOX1"
"6416","IFNAR1"
"6417","CCDC146"
"6418","DDX10"
"6419","N4BP2L1"
"6420","NEURL4"
"6421","BAMBI"
"6422","LOC101928674"
"6423","NOD1"
"6424","NUDCD2"
"6425","TSPAN13"
"6426","OTUD4"
"6427","FXYD3"
"6428","ERP44"
"6429","ZWILCH"
"6430","OAS1"
"6431","NTPCR"
"6432","DNAAF3"
"6433","SNAI1"
"6434","ALOX15"
"6435","CHUK"
"6436","LUC7L2"
"6437","CASC1"
"6438","AQP11"
"6439","MYO15A"
"6440","LGALS8-AS1"
"6441","KIAA0754"
"6442","CES4A"
"6443","MORC2"
"6444","LOC652276"
"6445","SLC25A25"
"6446","MYO1B"
"6447","MCM5"
"6448","C5orf56"
"6449","SPPL3"
"6450","AMH"
"6451","GPR87"
"6452","GLIPR1"
"6453","C3orf20"
"6454","RC3H2"
"6455","SMARCE1"
"6456","ARRDC3"
"6457","ORMDL3"
"6458","MTPAP"
"6459","ZNF845"
"6460","SH3TC1"
"6461","SLC2A9"
"6462","TMEM134"
"6463","HSD17B2"
"6464","ACTL10"
"6465","MIR4720"
"6466","SLC25A18"
"6467","PPCS"
"6468","RNF187"
"6469","SOAT1"
"6470","GJD3"
"6471","PALM"
"6472","TCAIM"
"6473","POLA1"
"6474","HDAC6"
"6475","IFIT3"
"6476","YIPF6"
"6477","CYHR1"
"6478","PMS2CL"
"6479","SMG1P3"
"6480","AK9"
"6481","BMF"
"6482","RASGRP1"
"6483","LY6H"
"6484","WIPF1"
"6485","R3HDM2"
"6486","UNC13B"
"6487","ZNF300P1"
"6488","ISLR"
"6489","HRAS"
"6490","CCDC81"
"6491","TRIM59"
"6492","GDE1"
"6493","C3"
"6494","PCBP4"
"6495","TMEM43"
"6496","DENND4A"
"6497","TERC"
"6498","STX6"
"6499","TIGD7"
"6500","MROH2A"
"6501","NACC1"
"6502","BTG1"
"6503","XIST"
"6504","KLHL21"
"6505","EIF5"
"6506","PPP1R9B"
"6507","PBX3"
"6508","GINS4"
"6509","ZNF486"
"6510","CPSF7"
"6511","GBP3"
"6512","RAB24"
"6513","MNAT1"
"6514","EPHA2"
"6515","CCNB1IP1"
"6516","SLC30A9"
"6517","SIRT7"
"6518","DHRS7"
"6519","TMCC1-AS1"
"6520","OSBPL2"
"6521","AGAP11"
"6522","DYRK1A"
"6523","KIF19"
"6524","MYCBP2"
"6525","LIMK1"
"6526","HIST1H2AI"
"6527","C10orf113"
"6528","SNORD76"
"6529","MIR6081"
"6530","CCND2"
"6531","REL"
"6532","DNASE1L2"
"6533","MAPRE3"
"6534","ZBTB4"
"6535","MMP25"
"6536","LINC00964"
"6537","UBR2"
"6538","LINC01270"
"6539","CLCNKA"
"6540","KIFC3"
"6541","FGD2"
"6542","NOC2L"
"6543","CLUAP1"
"6544","R3HDM1"
"6545","PHEX"
"6546","VKORC1L1"
"6547","AFMID"
"6548","ANKRD45"
"6549","NAT14"
"6550","SCO2"
"6551","CRMP1"
"6552","LOC100288162"
"6553","TRMT61B"
"6554","SPAG1"
"6555","DHX8"
"6556","RPS7"
"6557","ABHD14A"
"6558","B3GNT9"
"6559","DPYSL4"
"6560","ZNHIT6"
"6561","FER1L4"
"6562","SNORD33"
"6563","LYAR"
"6564","FMO4"
"6565","RIOK1"
"6566","KDM1B"
"6567","TOMM40L"
"6568","MIR210HG"
"6569","NMNAT1"
"6570","NXN"
"6571","ZNF324"
"6572","EZH1"
"6573","ATXN1L"
"6574","XPO6"
"6575","UCK2"
"6576","BAG1"
"6577","ACADS"
"6578","DRG2"
"6579","EP300"
"6580","OAZ2"
"6581","FBXO9"
"6582","CALHM2"
"6583","UQCRHL"
"6584","IPMK"
"6585","G3BP1"
"6586","COG2"
"6587","EFHC1"
"6588","MLST8"
"6589","AGMAT"
"6590","RP9"
"6591","PRSS27"
"6592","POP5"
"6593","ZNF493"
"6594","TAF8"
"6595","GNG12-AS1"
"6596","BBS1"
"6597","DTNBP1"
"6598","LY75"
"6599","ZNF10"
"6600","PCDHB4"
"6601","CHMP4A"
"6602","KRT16P3"
"6603","HIVEP2"
"6604","SMCO2"
"6605","CRSP8P"
"6606","TMEM59L"
"6607","TAX1BP3"
"6608","EMC1"
"6609","TUBB"
"6610","DENND6A"
